SRSXF.KEY$,SRSXF.NOTCH.NO%,SRSXF.SHELF.KEY%,SRSXF.SHELF.DESC$
9=9:08000201,0,42,                                                    
><5208000707,12,904,300 Glass Shelf with Dividers                       
7;1108000102,28,700,300mm Metal Shelf                                   
;>0008000104,5,41,400 Wood Shelf                                      
585;08000108,1,825,300mm Metal Gondola Base Shelf                      
9>7:08000104,11,1761,FSDU 300 Shelf                                      
:09808000103,30,1248,Three Way Gondola Shelf - Cent                      
450008000?01,34,41,400 Wood Shelf                                      
>>:608000103,7,534,BFSDU Shelf                                         
<>2608000;05,7,43,400 Glass Shelf with dividers                       
:40308000801,33,41,400 Wood Shelf                                      
=<9508000101,27,1704,Three Way Gondola Shelf - Left                      
91;708000302,22,1838,IQM Battery Board                                   
369:08000103,10,534,BFSDU Shelf                                         
777608000502,36,824,300mm Metal Shelf with Divider                      
=3:<08000101,32,1701,Three Way Gondola Shelf - Left                      
3<9?08000101,0,42,                                                    
59108000103,44,319,Fragrance Shelf                                     
5;9708000101,45,12,FSDU 300 shelf                                      
0>;908000104,9,1704,Three Way Gondola Shelf - Left                      
=8008000305,5,901,400 Wood Shelf with Dividers                        
>?7=08000704,1,30,400 Base with dividers                              
<:308000101,29,1704,Three Way Gondola Shelf - Left                      
<45308000101,0,42,                                                    
4?0208000102,6,137,HL Shelf 1                                          
8;3<02000101,71,379,Health Hall Ladder Arm                              
<:4608000402,30,41,400 Wood Shelf                                      
>86108000307,5,319,Fragrance Shelf                                     
7:9708000104,5,534,BFSDU Shelf                                         
>>9;08000102,22,1701,Three Way Gondola Shelf - Left                      
095108000102,23,115,300 Glass Shelf with dividers                       
2=;908000102,22,1248,Three Way Gondola Shelf - Cent                      
<>9508000102,20,534,BFSDU Shelf                                         
338407000102,0,1702,Three Way Gondola Shelf - Cent                      
>=5208000805,13,904,300 Glass Shelf with Dividers                       
450008000103,17,41,400 Wood Shelf                                      
>39=08000105,0,1704,Three Way Gondola Shelf - Left                      
8?9;08000101,0,56,200 Wood Shelf                                      
66:308000101,30,534,BFSDU Shelf                                         
<8:<08000102,25,1704,Three Way Gondola Shelf - Left                      
8=9:08000304,7,41,400 Wood Shelf                                      
<>4?08000208,30,1816,Hanging Dump Bin incl Ticket H                      
<?6<08000107,5,897,400 GF/GL Lower Base Shelf                          
>86108000405,21,319,Fragrance Shelf                                     
=36;08000203,20,41,400 Wood Shelf                                      
609208000401,31,41,400 Wood Shelf                                      
<>2608000103,16,115,300 Glass Shelf with dividers                       
<>4?0800030=,22,1816,Hanging Dump Bin incl Ticket H                      
4=7505001001,1,891,300mm Metal Gondola Base Shelf                      
609708000103,14,1702,Three Way Gondola Shelf - Cent                      
3;:908000208,1,1839,Queue System Shelf                                  
170008000704,7,41,400 Wood Shelf                                      
134908000701,37,996,Integrated Microslat Extension                      
0=6:08000104,22,41,400 Wood Shelf                                      
59108000202,44,319,Fragrance Shelf                                     
;6:=08000101,6,885,Fragrance Supersite Shelf                           
>9=08000102,23,1704,Three Way Gondola Shelf - Left                      
058808000404,38,1765,Glasses Frame Support Column                        
5:9<08000106,17,1455,Blank Shelf For Line List                           
3;6108000307,5,319,Fragrance Shelf                                     
5<:908000101,30,534,BFSDU Shelf                                         
9;9?08000101,0,56,200 Wood Shelf                                      
:59308000101,41,990,400mm Metal Shelf with Divider                      
450008000<03,16,41,400 Wood Shelf                                      
058808000301,38,1765,Glasses Frame Support Column                        
513=08000502,23,41,400 Wood Shelf                                      
<8::08000102,20,1702,Three Way Gondola Shelf - Cent                      
=2308000106,1,825,300mm Metal Gondola Base Shelf                      
8?:608000103,15,1704,Three Way Gondola Shelf - Left                      
777608000604,9,824,300mm Metal Shelf with Divider                      
<>4?0800010:,26,1816,Hanging Dump Bin incl Ticket H                      
6=:108000104,7,1474,TOD 250 Shelf (Inc. Ticket Str                      
:4:308000501,31,41,400 Wood Shelf                                      
450008000:07,2,897,400 GF/GL Lower Base Shelf                          
7;3<08000104,2,897,400 GF/GL Lower Base Shelf                          
77760800090:,1,825,300mm Metal Gondola Base Shelf                      
45;;08000101,29,534,BFSDU Shelf                                         
777608000701,56,881,Clip Strip                                          
98;208000101,0,42,                                                    
796=08000803,24,29,400 Wood Shelf with dividers                        
=8008000602,29,901,400 Wood Shelf with Dividers                        
>86108000507,5,319,Fragrance Shelf                                     
<>4?08000206,30,1816,Hanging Dump Bin incl Ticket H                      
94508000301,37,41,400 Wood Shelf                                      
:79208000101,0,42,                                                    
463<08000107,27,1699,Back Panel                                          
:=0008000103,16,41,400 Wood Shelf                                      
796=08000706,5,29,400 Wood Shelf with dividers                        
118:08001001,32,901,400 Wood Shelf with Dividers                        
789208000501,38,881,Clip Strip                                          
280807000904,2,897,400 GF/GL Lower Base Shelf                          
>86108000306,13,319,Fragrance Shelf                                     
309708000104,7,1248,Three Way Gondola Shelf - Cent                      
689108000606,12,319,Fragrance Shelf                                     
>69;08000101,0,321,15" Mid Gondola Promotional Un                      
:40308000903,17,41,400 Wood Shelf                                      
<:5508000407,12,1825,Focus Need Tray Base                                
4?7:08000104,0,6,400 Base                                            
689108000203,36,319,Fragrance Shelf                                     
115?08000:05,5,1380,400 Glass Shelf with Dividers                       
<8450800022;,9,824,300mm Metal Shelf with Divider                      
3;6108000304,28,319,Fragrance Shelf                                     
518;08000302,21,29,400 Wood Shelf with dividers                        
6?;808000101,0,1540,300mm Mid Gondola Site                              
39:108000104,1,534,BFSDU Shelf                                         
